Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Temporada
A. Santurio,Agustín Santurio García,-150128,Guayaquil City,Wanderers,https://cdn5.wyscout.com/photos/team/public/g14771_120x120.png,Liga Pro Serie B,"CF, RW",CF,75,RW,20,,0,19.0,2001-05-02,100000,2024-12-31,4,71,0,0.02,1,0.19,15.21,16.67,Uruguay,['Uruguay'],right,178,77,False,3.8,1.27,100.0,7.61,16.67,0.0,0.0,0.0,2.54,3.75,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.03,0,0.0,1,1.27,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,5.07,0.0,1.27,0.0,0.0,11.41,1.27,0.0,15.21,58.33,2.54,50.0,3.8,66.67,15.21,58.33,0.0,0.0,14.35,0.0,0.24,1.27,0.0,0.0,1.27,0.0,1.27,2.54,0.0,2.54,0.0,1.27,0.0,2.54,0.0,1.27,0.0,50.0,2.54,0,,0,,0,0.0,0.0,0.0,,,0.0,,7.61,0.0,0.0,0.0,0.0,0,0.0,2020
J. Jorge,Jonathan Jorge Suárez,504505,,Cerro Largo,,,"RW, RDMF",RW,66,RDMF,33,,0,21.0,1999-05-08,0,,2,71,0,0.0,0,0.0,22.82,27.78,Uruguay,['Uruguay'],right,169,73,False,10.14,6.34,60.0,2.54,0.0,0.0,0.0,0.0,6.34,8.33,2.54,2,2.54,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,12.68,2.54,1.27,17.75,64.29,5.07,50.0,6.34,100.0,13.94,72.73,3.8,33.33,21.43,49.71,0.0,1.27,0.0,0.0,0.0,0.0,0.0,6.34,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,50.0,50.0,5.07,0,,0,,0,0.0,0.0,0.0,,,0.0,,2.54,0.0,0.0,0.0,0.0,0,0.0,2020
N. Leites,Sergio Nicolás Leites Montes,371555,,Cerro Largo,,,LW,LW,93,,0,,0,22.0,1997-12-03,0,,2,71,0,0.0,0,0.0,,,Uruguay,['Uruguay'],right,180,70,False,,,,,,,5.0,,,5.0,,0,0.0,0,0.0,,0.0,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.61,21.71,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
J. Sosa,Enzo Joaquin Sosa Romañuk,-57215,CF Montréal,Nacional,https://cdn5.wyscout.com/photos/team/public/4442_120x120.png,MLS,"LB, LCB",LB,84,LCB,15,,0,18.0,2002-01-10,1500000,2026-06-30,1,67,0,0.0,1,0.05,21.49,62.5,Uruguay,"['Uruguay', 'Italy']",left,189,76,True,12.09,12.09,55.56,2.69,100.0,0.0,0.0,0.0,5.37,7.06,0.0,0,0.0,0,0.0,2.69,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.34,1.34,100.0,1.34,100.0,0.0,0.0,0.0,1.34,100.0,6.72,60.0,0.0,1.34,0.0,12.09,0.0,2.69,24.18,61.11,9.4,42.86,0.0,0.0,20.15,60.0,2.69,50.0,29.19,49.14,0.06,1.34,0.0,0.0,0.0,0.0,1.34,5.37,25.0,1.34,100.0,0.0,0.0,0.0,1.34,8.06,33.33,87.5,10.75,0,,0,,0,0.0,0.0,0.0,,,0.0,,2.69,1.34,0.0,0.0,0.0,0,0.0,2020
G. Wagner,Guillermo Federico Wagner Canabal,-96687,Albion,Wanderers,https://cdn5.wyscout.com/photos/team/public/g25838_120x120.png,Segunda División,"RDMF, LCMF",RDMF,80,LCMF,19,,0,18.0,2002-01-09,150000,2024-12-31,3,65,0,0.0,0,0.0,24.92,50.0,Uruguay,"['Uruguay', 'Germany']",right,187,71,False,6.92,8.31,66.67,2.77,50.0,0.0,0.0,0.0,1.38,2.14,1.38,1,1.38,0,0.0,4.15,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.38,0.0,0.0,4.15,100.0,8.31,50.0,0.0,1.38,0.0,34.62,0.0,0.0,51.23,78.38,22.15,75.0,4.15,100.0,45.69,84.85,4.15,33.33,21.31,36.27,0.0,0.0,0.0,0.0,2.77,0.0,0.0,15.23,54.55,4.15,0.0,4.15,0.0,0.0,0.0,9.69,100.0,66.67,16.62,0,,0,,0,0.0,0.0,0.0,,,0.0,,2.77,0.0,0.0,0.0,0.0,0,0.0,2020
L. Rodríguez,Luciano Rodríguez Rosales,-235501,Bahia,Progreso,https://cdn5.wyscout.com/photos/team/public/501_120x120.png,Serie A,"CF, LWB",CF,56,LWB,35,,0,17.0,2003-07-16,8000000,2029-06-30,4,63,0,0.26,0,0.0,15.71,18.18,Uruguay,['Uruguay'],right,179,76,False,2.86,4.29,33.33,1.43,0.0,0.0,0.0,0.0,1.43,2.5,0.0,0,0.0,0,0.0,5.71,0.0,0,0.0,0.38,0,0.0,3,4.29,66.67,0.0,0.0,1.43,100.0,1.43,100.0,0.0,0.0,0.0,5.71,25.0,10.0,14.29,2.86,0.0,1.43,17.14,2.86,0.0,22.86,81.25,1.43,100.0,10.0,71.43,20.0,78.57,1.43,100.0,19.27,11.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,100.0,83.33,8.57,0,,0,,0,0.0,0.0,0.0,,,0.0,,1.43,0.0,0.0,0.0,0.0,0,0.0,2020
V. Mosquilo,Vicente  Mosquilo Sciandro,-247061,,Progreso,,,CF,CF,100,,0,,0,18.0,2001-07-04,0,,2,62,0,0.0,0,0.01,33.39,26.09,Uruguay,['Uruguay'],,191,0,False,7.26,5.8100000000000005,50.0,13.06,22.22,2.9,3.16,0.0,1.45,1.58,7.26,1,1.45,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,2.9,1.45,0.0,7.26,2.9,0.0,14.52,50.0,7.26,40.0,1.45,100.0,14.52,50.0,0.0,0.0,11.8,0.0,0.01,1.45,0.0,0.0,0.0,0.0,1.45,4.35,66.67,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,50.0,2.9,0,,0,,0,0.0,0.0,0.0,,,0.0,,13.06,0.0,0.0,0.0,0.0,0,0.0,2020
J. Acosta,Joel Gustavo Acosta,160014,,Liverpool,,,RW,RW,100,,0,,0,29.0,1991-01-16,0,,1,62,0,0.05,0,0.04,18.87,46.15,Argentina,['Argentina'],right,177,75,False,8.71,5.8100000000000005,75.0,1.45,0.0,0.0,0.0,0.0,4.35,6.92,0.0,0,0.0,0,0.0,2.9,0.0,0,0.0,0.07,0,0.0,1,1.45,0.0,0.0,0.0,4.35,33.33,0.0,0.0,4.35,33.33,1.45,2.9,50.0,8.71,33.33,1.45,0.0,0.0,20.32,5.8100000000000005,0.0,34.84,75.0,4.35,66.67,5.8100000000000005,100.0,30.48,80.95,1.45,0.0,17.3,64.06,0.06,1.45,0.0,0.0,0.0,0.0,0.0,1.45,100.0,2.9,50.0,0.0,0.0,0.0,1.45,7.26,80.0,77.78,13.06,0,,0,,0,0.0,0.0,0.0,,,0.0,,1.45,0.0,0.0,0.0,0.0,0,0.0,2020
A. Barcellos,Agustín Ezequiel Barcellos Rueco,-248267,Sud América,Wanderers,https://cdn5.wyscout.com/photos/team/public/1747_120x120.png,Segunda División,LB,LB,100,,0,,0,18.0,2002-05-21,150000,2024-12-31,1,60,0,0.0,0,0.0,22.5,46.67,Uruguay,['Uruguay'],left,185,84,False,6.0,12.0,37.5,4.5,66.67,0.0,0.0,0.0,1.5,2.14,1.5,0,0.0,0,0.0,1.5,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,4.5,33.33,0.0,1.5,0.0,13.5,0.0,0.0,19.5,61.54,10.5,57.14,0.0,0.0,15.0,80.0,4.5,0.0,19.16,46.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,100.0,3.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,4.5,0.0,0.0,0.0,0.0,0,0.0,2020
A. González,Agustín González Pereira,472799,Liverpool,Nacional,https://cdn5.wyscout.com/photos/team/public/977_120x120.png,Primera División,"LWB, AMF",LWB,67,AMF,32,,0,23.0,1997-01-25,350000,2026-06-30,3,55,0,0.0,0,0.0,26.87,35.0,Uruguay,['Uruguay'],left,174,65,False,6.72,10.75,12.5,1.34,100.0,1.34,2.31,0.0,4.03,6.92,2.69,2,3.27,0,0.0,5.37,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.69,50.0,1.34,0.0,1.34,100.0,0.0,5.37,75.0,10.75,50.0,0.0,2.69,1.34,20.15,0.0,2.69,29.55,77.27,9.4,71.43,4.03,66.67,25.52,78.95,1.34,100.0,15.59,20.19,0.0,0.0,0.0,0.0,1.34,0.0,0.0,1.34,100.0,2.69,50.0,1.34,0.0,0.0,1.34,8.06,50.0,85.71,9.4,0,,0,,0,0.0,0.0,0.0,,,0.0,,1.34,0.0,0.0,0.0,1.34,0,0.0,2020
M. Pereira,Maximiliano Rodrigo Pereira Cardozo,236905,,Liverpool,,,LB,LB,100,,0,,0,25.0,1993-04-25,0,,1,54,0,0.0,0,0.0,13.33,50.0,Uruguay,['Uruguay'],left,182,81,False,3.33,6.67,50.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1,1.67,0,0.0,1.67,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,100.0,1.67,100.0,0.0,3.33,0.0,41.67,1.67,0.0,53.33,87.5,13.33,75.0,8.33,100.0,50.0,90.0,3.33,50.0,17.19,36.15,0.0,0.0,0.0,0.0,1.67,0.0,0.0,6.67,75.0,3.33,0.0,1.67,0.0,0.0,0.0,6.67,75.0,93.75,26.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,1.67,0.0,0.0,0.0,0.0,0,0.0,2020
M. Abeijón,Mateo Abeijón Porto,-159285,,Liverpool,,,CF,CF,100,,0,,0,20.0,1999-09-17,0,,2,54,0,0.06,0,0.0,10.0,0.0,Uruguay,['Uruguay'],left,0,0,False,1.67,1.67,0.0,3.33,0.0,1.67,2.73,0.0,0.0,0.0,3.33,0,0.0,0,0.0,1.67,0.0,0,0.0,0.1,0,0.0,1,1.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,1.67,0.0,0.0,8.33,1.67,0.0,5.0,66.67,0.0,0.0,3.33,50.0,5.0,66.67,0.0,0.0,13.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,100.0,1.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,3.33,0.0,0.0,0.0,0.0,0,0.0,2020
R. Álvarez,Ronald Daniel Álvarez Magallanes,489423,Colón,Cerro,https://cdn5.wyscout.com/photos/team/public/g25840_120x120.png,Segunda División,"RWB, LW",RWB,75,LW,24,,0,22.0,1997-11-14,10000,2024-12-31,2,53,0,0.04,0,0.04,35.66,42.86,Uruguay,['Uruguay'],right,171,70,False,8.49,10.19,33.33,8.49,60.0,1.7000000000000002,2.5,0.0,3.4,5.0,1.7000000000000002,0,0.0,0,0.0,6.79,0.0,0,0.0,0.07,0,0.0,1,1.7000000000000002,100.0,0.0,0.0,5.09,33.33,0.0,0.0,5.09,33.33,1.7000000000000002,3.4,100.0,10.19,50.0,3.4,0.0,0.0,6.79,0.0,3.4,23.77,64.29,5.09,66.67,0.0,0.0,16.98,70.0,3.4,50.0,13.83,18.94,0.07,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,100.0,6.79,25.0,0.0,0.0,3.4,1.7000000000000002,5.09,100.0,60.0,8.49,0,,0,,0,0.0,0.0,0.0,,,0.0,,8.49,0.0,0.0,0.0,0.0,0,0.0,2020
L. Onetto,Leandro Onetto Baccino,474823,,Danubio,,,LAMF,LAMF,100,,0,,0,23.0,1996-12-12,100000,,1,47,0,0.01,0,0.0,15.32,37.5,Uruguay,['Uruguay'],left,180,75,False,3.83,0.0,0.0,5.74,100.0,0.0,0.0,0.0,3.83,5.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.02,0,0.0,1,1.91,0.0,0.0,0.0,3.83,0.0,3.83,0.0,0.0,0.0,0.0,3.83,0.0,3.83,0.0,1.91,1.91,0.0,17.23,1.91,0.0,28.72,60.0,9.57,40.0,7.66,100.0,22.98,66.67,1.91,100.0,21.94,36.72,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,5.74,0.0,1.91,0.0,0.0,0.0,3.83,100.0,66.67,5.74,0,,0,,0,0.0,0.0,0.0,,,0.0,,5.74,0.0,0.0,0.0,0.0,0,0.0,2020
G. Pintos,Gonzalo Martín Pintos Pintos,-118479,Colón,Cerro,https://cdn5.wyscout.com/photos/team/public/g25840_120x120.png,Segunda División,AMF,AMF,100,,0,,0,22.0,1998-02-16,25000,,3,46,0,0.03,0,0.0,39.13,25.0,Uruguay,['Uruguay'],right,175,65,False,11.74,17.61,33.33,9.78,20.0,3.91,5.45,0.0,1.96,2.73,11.74,0,0.0,0,0.0,1.96,0.0,0,0.0,0.06,0,0.0,1,1.96,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78,1.96,0.0,19.57,60.0,1.96,0.0,3.91,100.0,17.61,66.67,1.96,0.0,15.37,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,0.0,75.0,7.83,0,,0,,0,0.0,0.0,0.0,,,0.0,,9.78,0.0,0.0,0.0,0.0,0,0.0,2020
I. Velázquez,Ignacio Nicolás Velázquez Quintana,-64353,Fénix,Nacional,https://cdn5.wyscout.com/photos/team/public/987_120x120.png,Primera División,LB,LB,100,,0,,0,17.0,2002-10-31,100000,2024-12-31,2,41,0,0.0,0,0.0,,,Uruguay,['Uruguay'],left,171,65,False,,,,,,,0.0,,,2.5,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98,17.14,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
P. López,Pablo Nicolás López De León,486609,La Serena,Defensor Sporting,https://cdn5.wyscout.com/photos/team/public/944_120x120.png,Primera B,"LWF, LW",LWF,68,LW,31,,0,23.0,1996-10-08,400000,,2,37,0,0.01,1,0.41,,,Uruguay,['Uruguay'],right,169,65,False,,,,,,,0.0,,,5.0,,1,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
D. Cure,Dany José Cure Correa,195185,,Boston River,,,CF,CF,100,,0,,0,29.0,1990-04-07,0,,1,36,0,0.38,0,0.03,,,Venezuela,['Venezuela'],right,182,78,False,,,,,,,0.0,,,17.14,,1,,0,,,,0,,,0,,2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
F. Pintos,César Federico Pintos Álvarez,201141,,Cerro,,,"DMF, LCMF",DMF,67,LCMF,32,,0,27.0,1992-11-17,0,,1,36,0,0.0,0,0.0,,,Uruguay,['Uruguay'],right,180,71,False,,,,,,,0.0,,,12.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.04,8.64,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
J. Wigman,Gonzalo Joaquín Wigman De Agostini,-235786,,Plaza Colonia,,,CF,CF,98,,0,,0,20.0,2000-05-15,0,,4,35,0,0.0,0,0.11,,,Uruguay,['Uruguay'],,0,0,False,,,,,,,0.0,,,7.5,,1,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,3.75,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
M. Sosa,Nello Matías Sosa,102605,,Boston River,,,"LW, LWF",LW,70,LWF,29,,0,27.0,1992-06-26,0,,2,33,0,0.0,0,0.0,,,Argentina,['Argentina'],left,186,79,False,,,,,,,0.0,,,3.75,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,18.51,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
D. Martiñones,Diego Andrés Martiñones Rus,88340,,Danubio,,,,,0,,0,,0,35.0,1985-01-25,0,,1,32,0,0.0,0,0.0,,,Uruguay,['Uruguay'],right,180,79,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
C. Barboza,Cristofer Nahuel Barboza Bonilla,-248268,,Wanderers,,,LW,LW,100,,0,,0,16.0,2003-03-14,0,,1,31,0,0.0,0,0.0,,,Uruguay,['Uruguay'],,176,70,False,,,,,,,0.0,,,7.5,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.48,51.22,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
L. Ruiz Díaz,Lucas Aarón Ruiz Díaz Cajal,198918,Villa Teresa,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/g20161_120x120.png,Play-offs 2/3,RW,RW,100,,0,,0,30.0,1990-02-19,0,,2,31,0,0.01,0,0.0,,,Argentina,['Argentina'],,175,73,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,21.49,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
J. Paredes,Junior José Paredes Jaspe,490835,Estudiantes de Mérida,Torque,https://cdn5.wyscout.com/photos/team/public/995_120x120.png,Primera División,"AMF, CF",AMF,53,CF,46,,0,19.0,2001-01-01,125000,2024-06-30,2,29,0,0.01,0,0.0,,,Venezuela,['Venezuela'],right,182,75,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
N. Franco,Nicolás Franco,433280,San Martín San Juan,Peñarol,https://cdn5.wyscout.com/photos/team/public/104_120x120.png,Primera Nacional,CF,CF,100,,0,,0,24.0,1996-04-29,125000,,1,25,0,0.0,0,0.0,,,Argentina,['Argentina'],right,183,76,False,,,,,,,4.62,,,2.31,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
A. Morales Viñotti,Agustín Morales Viñotti,-74181,,River Plate,,,LCMF3,LCMF3,100,,0,,0,22.0,1998-02-17,0,,1,24,0,0.0,0,0.0,,,Uruguay,['Uruguay'],,0,0,False,,,,,,,0.0,,,7.5,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.61,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
M. Correa,Elcio Martin Correa Rodríguez,-160619,,Peñarol,,,GK,GK,100,,0,,0,20.0,2000-06-04,0,,1,23,0,0.0,0,0.0,,,Uruguay,['Uruguay'],right,187,87,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.52,57.91,,,,,,,,,,,,,,,,,,,,0,,3,,0,100.0,0.04,,0.04,,,,,,,,,0,0.0,2020
B. Leis,Brian Ezequiel Leis Fagúndez,-37096,Los Halcones,Boston River,https://cdn5.wyscout.com/photos/team/public/g31865_120x120.png,Segunda B Nacional,RW,RW,100,,0,,0,19.0,2000-11-18,0,,1,21,0,0.01,0,0.0,,,Uruguay,['Uruguay'],right,183,0,False,,,,,,,0.0,,,7.5,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.65,36.61,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
E. Mechoso,Ezequiel Martín Mechoso Reyes,474731,,Peñarol,,,LW,LW,100,,0,,0,20.0,2000-03-23,100000,,1,20,0,0.0,0,0.01,,,Uruguay,['Uruguay'],right,177,71,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
M. Deorta,Matías Nicolás Deorta Azar,-175379,Durazno FC,Danubio,https://cdn5.wyscout.com/photos/team/public/g8230_120x120.png,,"CF, LW",CF,58,LW,41,,0,20.0,1999-11-24,0,,3,19,1,0.76,0,0.0,,,Uruguay,['Uruguay'],right,185,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,1,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,1,100.0,2020
M. Novick,Marcel Novick Rettich,90897,,Peñarol,,,LW,LW,100,,0,,0,36.0,1983-10-11,0,,1,17,0,0.0,0,0.0,,,Uruguay,['Uruguay'],right,168,69,False,,,,,,,0.0,,,20.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.64,30.77,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
R. Ferreyra,Rodrigo Alejandro Ferreyra Ocampo,-69053,,Liverpool,,,"RW, LCMF",RW,57,LCMF,42,,0,19.0,2001-02-02,0,,2,17,0,0.0,0,0.0,,,Uruguay,['Uruguay'],,182,76,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.06,27.21,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
L. Puyol,Lucas Andrés Puyol Silva,-237114,,Rentistas,,,"LCMF3, RB5",LCMF3,58,RB5,41,,0,17.0,2003-08-04,0,,2,17,0,0.0,0,0.0,,,Uruguay,['Uruguay'],left,179,0,False,,,,,,,0.0,,,10.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.35,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
G. Montes,Gonzalo Montes Calderini,245341,Huachipato,Danubio,https://cdn5.wyscout.com/photos/team/public/948_120x120.png,Primera División,LCMF,LCMF,100,,0,,0,25.0,1994-12-22,1000000,2025-12-31,1,14,0,0.0,0,0.0,,,Uruguay,"['Uruguay', 'Italy']",left,174,74,False,,,,,,,0.0,,,15.0,,0,,1,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.21,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
T. Nascente,Thiago Alberto Nascente Rebolledo,-235239,,Cerro Largo,,,CF,CF,100,,0,,0,18.0,2002-02-12,0,,1,14,0,0.0,0,0.0,,,Uruguay,['Uruguay'],,191,82,False,,,,,,,0.0,,,15.0,,1,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
J. Domínguez,José Manuel Domínguez Alemán,-235238,,Cerro Largo,,,"LW, DMF, RCMF",LW,47,DMF,34,RCMF,18,20.0,1999-12-21,0,,1,13,0,0.0,0,0.0,,,Uruguay,['Uruguay'],right,173,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2020
